level_0,Symbols,Close,High,Low,Open,Volume
2020-01-31,MRNA,20.51,21.32,20.05,21.14,2833631.0
2020-02-03,AMZN,100.21,102.425,100.012,100.53,117981880.0
2020-02-03,BNTX,29.9825,30.3985,28.5066,29.5169,179309.2659253
2020-02-03,MRNA,20.38,21.06,19.7,20.66,3214618.0
2020-02-04,AMZN,102.484,102.99,100.768,101.494,105786760.0
2020-02-04,BNTX,32.6073,32.6073,28.8929,28.8929,138909.50699111
2020-02-04,MRNA,20.87,20.88,19.75,20.09,1824436.0
2020-02-05,AMZN,101.994,103.551,101.6,103.551,87523480.0
2020-02-05,BNTX,28.9722,33.677,28.4175,33.677,408888.04396705
2020-02-05,MRNA,20.05,21.2,19.67,20.99,2656824.0
2020-02-06,AMZN,102.512,102.815,101.24,102.051,63659080.0
2020-02-06,BNTX,32.6172,32.6172,29.3981,31.696,391097.04656755
2020-02-06,MRNA,19.88,20.32,19.7,20.27,1929739.0
2020-02-07,AMZN,103.964,104.926,101.905,102.1,101906940.0
2020-02-07,BNTX,30.5867,32.1814,29.7844,31.5772,168268.38818379
2020-02-07,MRNA,23.24,23.39,19.79,19.79,10144169.0
2020-02-10,AMZN,106.696,106.78,104.248,104.251,101124700.0
2020-02-10,BNTX,31.8149,31.8446,29.824,30.6956,122881.25397133
2020-02-10,MRNA,23.65,23.95,22.3832,23.5,9356771.0
2020-02-11,AMZN,107.54,109.297,106.8,107.545,114920220.0
2020-02-11,BNTX,30.4183,31.181,29.5169,31.181,177029.61139528
2020-02-11,MRNA,21.35,22.74,21.28,22.09,6188339.0
2020-02-12,AMZN,108.0,109.012,107.764,108.16,66685280.0
2020-02-12,BNTX,29.2792,30.8045,28.7245,29.715,159185.1057185
2020-02-12,MRNA,19.01,19.67,18.5,19.64,19231794.0
2020-02-13,AMZN,107.494,108.514,107.1,107.249,60635820.0
2020-02-13,BNTX,30.3489,30.3489,28.8038,29.2297,108091.76805002
2020-02-13,MRNA,19.045,19.8,18.89,19.36,6837002.0
2020-02-14,AMZN,106.744,107.952,106.294,107.784,52123380.0
2020-02-14,BNTX,30.4579,31.2701,29.4377,30.7055,129923.145179
2020-02-14,MRNA,19.0,19.29,18.85,19.27,5384464.0
2020-02-18,AMZN,107.784,108.304,106.206,106.251,59021400.0
2020-02-18,BNTX,31.2404,31.2404,29.9726,30.2004,66872.22192434
2020-02-18,MRNA,18.91,19.35,18.57,19.14,4129369.0
2020-02-19,AMZN,108.511,109.255,108.056,108.39,51223300.0
2020-02-19,BNTX,31.9437,31.9833,30.4579,31.2008,256202.67955248
2020-02-19,MRNA,18.92,19.24,18.725,19.09,3148012.0
2020-02-20,AMZN,107.655,108.84,106.372,108.654,62626840.0
2020-02-20,BNTX,32.0724,32.2705,30.7105,31.4187,153617.21611129
2020-02-20,MRNA,18.54,19.17,18.42,18.86,4562216.0
2020-02-21,AMZN,104.798,107.228,104.4,107.108,93014800.0
2020-02-21,BNTX,32.0427,32.1517,30.973,31.4979,160256.28085418
2020-02-21,MRNA,18.23,18.55,17.91,18.47,3696712.0
2020-02-24,AMZN,100.464,101.965,99.3985,100.159,130939940.0
2020-02-24,BNTX,30.3093,30.8046,28.8632,29.715,149814.09006408
2020-02-24,MRNA,18.59,19.28,18.3,19.23,7605391.0
2020-02-25,AMZN,98.637,101.73,97.921,101.321,124381880.0
2020-02-25,BNTX,33.1224,33.6374,29.715,29.715,203405.15373224
2020-02-25,MRNA,23.76,26.55,20.51,22.15,65001881.0
2020-02-26,AMZN,98.9795,100.734,98.0225,98.514,104808040.0
2020-02-26,BNTX,33.4294,34.0633,31.2503,31.5475,215325.38448334
2020-02-26,MRNA,29.16,29.98,27.08,29.05,78016785.0
2020-02-27,AMZN,94.215,98.75,94.138,96.719,162879860.0
2020-02-27,BNTX,33.5582,33.6473,30.7545,31.6069,113466.82594101
2020-02-27,MRNA,26.16,35.98,23.05,35.88,68256337.0
2020-02-28,AMZN,94.1875,94.488,90.5565,90.7295,189875940.0
2020-02-28,BNTX,34.7666,34.7666,32.538,33.0827,236662.06244504
2020-02-28,MRNA,25.93,25.95,22.015,23.38,24425125.0
2020-03-02,AMZN,97.6975,97.7255,93.5,95.476,135233020.0
2020-03-02,BNTX,36.2523,36.2523,33.677,34.6774,186871.09605368
2020-03-02,MRNA,29.88,30.75,25.21,27.0,33084026.0
2020-03-03,AMZN,95.4495,99.8165,94.4045,98.7685,150689820.0
2020-03-03,BNTX,38.1145,40.6086,36.2523,36.287,300835.64993238
2020-03-03,MRNA,27.91,28.6,26.6,27.87,17599114.0
2020-03-04,AMZN,98.7915,98.9,96.1,97.3285,95458380.0
2020-03-04,BNTX,38.8177,38.9267,37.639,38.6295,128333.04071275
2020-03-04,MRNA,27.49,28.72,26.8,27.99,11817666.0
2020-03-05,AMZN,96.2015,98.036,95.5,96.65,94964200.0
2020-03-05,BNTX,36.7674,37.6985,35.3015,37.3518,77794.977619789
2020-03-05,MRNA,28.01,28.95,26.535,27.49,14669976.0
2020-03-06,AMZN,95.0545,95.5435,93.475,93.75,105471600.0
2020-03-06,BNTX,37.7282,40.5566,35.2717,37.639,281910.88280869
2020-03-06,MRNA,29.61,29.8,27.67,27.98,21097488.0
2020-03-09,AMZN,90.0305,93.1385,88.0645,88.693,156264640.0
2020-03-09,BNTX,33.162,35.559,32.0918,34.8161,191973.5646076
2020-03-09,MRNA,24.29,30.0,24.16,30.0,14124076.0
2020-03-10,AMZN,94.591,94.7135,90.9085,93.544,142666200.0
2020-03-10,BNTX,33.6374,35.4896,31.1534,34.7468,330662.98094877
2020-03-10,MRNA,22.34,25.93,21.28,25.71,13019221.0
2020-03-11,AMZN,91.043,93.566,90.075,92.8925,112936620.0
2020-03-11,BNTX,31.8644,33.7711,30.7055,33.0827,120090.74683184
2020-03-11,MRNA,23.61,25.7491,22.5235,22.54,14825434.0
2020-03-12,AMZN,83.8305,88.25,83.75,86.099,226924280.0
2020-03-12,BNTX,28.2788,30.1063,27.734,28.7146,185820.11272075
2020-03-12,MRNA,22.3,24.28,21.9,22.8997,11305347.0
2020-03-13,AMZN,89.25,89.3155,84.031,87.75,176194500.0
